Export of C:\Users\extra\OneDrive\Documents\FlashPro Calibrations\3rd Gear Pull 3.csv
Number of frames 365
Length: 0:00:17.281s
frame,time_ms,time_us,RPM,VSS,Gear,PTANK,MAP,BP,BP CMD,TPedal,TPlate,AFM.v,AFM Hz,AFM,AFM.c,AIRC,EGR,IAT,IAT2,ECT,ECT2,PA,Oil.Press,CVT.Temp,INJ,INJ Bank 2,DUTY,DIFP,DIFPCMD,FuelP,IGN,CAM,CAMCMD,EXCAM,EXCAMCMD,WG,WGCMD,WGSOL,VTS,SVS,Purge,ACCL,BC Duty,BC Target,AF,AF Bank 2,AF.Corr,Wide.V,Wide,AFCMD,AFCMD Bank 2,S.TRIM,L.TRIM,S.TRIM Bank 2,L.TRIM Bank 2,Trim,Fuel Status,Fuel Status Bank 2,Ethanol,EBCAN Status,K.Level,K.Retard,K.Retard.1,K.Retard.2,K.Retard.3,K.Retard.4,K.Control,Ign.Limit,K.Count,K.Count.1,K.Count.2,K.Count.3,K.Count.4,K.Count.5,K.Count.6,BAT,Cat.T,ABS.LF,ABS.RF,ABS.LR,ABS.RR,Clutch.Pos,Brake.Press,Steer Ang,Steer Trq,G.Lat,G.Long,G.Z,Yaw,Eco,Fuel Used,TC.V,TC.ECUSlip,TC.R,TC.LF,TC.RF,TC.LR,TC.RR,TC.Slip,TC.Turn,TC.OverSlip,TC.Out,Trq Req,Act Trq
20,1062,0,2920,20.5053,2,-0.1,-22.5,-29.9,-29.9,6,8,1.72,0,10.47,107,0,0,91.4,32.0,194.0,91.4,0.0,0.00,32.0,2.22,0.00,5,0.00,0.00,0,40,3,2,0,0,0.00,0,0,Off,Off,38,Off,0,-29.9,14.76,0.00,14.76,0.00,10.00,14.70,0.00,-7,0,0,0,-8,2,0,0,0,29,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.5674,20.5115,20.4121,20.5364,0,0.00,0,0,0.00,.0000,0.00,0.0,22.8,0.739,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
21,1109,0,2934,20.5053,2,0.2,-22.6,-29.9,-29.9,6,8,1.72,0,10.37,106,0,0,91.4,32.0,194.0,91.4,0.0,0.00,32.0,2.20,0.00,5,0.00,0.00,0,40,3,2,0,0,0.00,0,0,Off,Off,38,Off,0,-29.9,14.72,0.00,14.72,0.00,10.00,14.73,0.00,-7,0,0,0,-8,2,0,0,0,26,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7228,20.5115,20.5177,20.5115,0,0.00,0,0,0.00,.0000,0.00,0.0,22.8,0.739,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
22,1156,0,2929,20.5053,2,-0.3,-22.6,-29.9,-29.9,6,8,1.70,0,10.18,104,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.17,0.00,5,0.00,0.00,0,39,3,2,0,0,0.00,0,0,Off,Off,38,Off,0,-29.9,14.72,0.00,14.72,0.00,10.00,14.77,0.00,-7,0,0,0,-8,2,0,0,0,41,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.6793,20.6234,20.5550,20.5115,0,0.00,0,0,0.00,.0000,0.00,0.0,22.8,0.739,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
23,1203,0,2923,20.5053,2,0.2,-22.7,-29.9,-29.9,6,8,1.72,0,10.28,105,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.19,0.00,5,0.00,0.00,0,39,3,2,0,0,0.00,0,0,Off,Off,38,Off,0,-29.9,14.68,0.00,14.68,0.00,10.00,14.78,0.00,-7,0,0,0,-8,2,0,0,0,54,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.6420,20.6109,20.4680,20.6234,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
24,1250,0,2927,20.5053,2,-0.3,-22.6,-29.9,-29.9,6,8,1.72,0,10.37,106,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.22,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,45,Off,0,-29.9,14.66,0.00,14.66,0.00,10.00,14.80,0.00,-7,0,0,0,-8,2,0,0,0,13,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7041,20.3997,20.5923,20.6917,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
25,1297,0,2928,20.5053,2,-0.3,-22.7,-29.9,-29.9,6,8,1.70,0,10.18,104,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.19,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,45,Off,0,-29.9,14.66,0.00,14.66,0.00,10.00,14.82,0.00,-7,0,0,0,-8,2,0,0,0,14,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7104,20.6606,20.5737,20.6234,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
26,1344,0,2937,20.5053,2,-0.2,-22.7,-29.9,-29.9,6,8,1.70,0,10.18,103,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.18,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,45,Off,0,-29.9,14.72,0.00,14.72,0.00,10.00,14.84,0.00,-7,0,0,0,-8,2,0,0,0,15,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7663,20.7166,20.6047,20.6606,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
27,1406,0,2942,21.1267,2,-0.3,-22.6,-29.9,-29.9,6,8,1.70,0,10.18,103,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.22,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,52,Off,0,-29.9,14.72,0.00,14.72,0.00,10.00,14.71,0.00,-7,0,0,0,-8,2,0,0,0,21,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7849,20.7041,20.4183,20.6793,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
28,1469,0,2949,21.1267,2,-0.2,-22.7,-29.9,-29.9,6,8,1.70,0,10.18,103,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.23,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,52,Off,0,-29.9,14.66,0.00,14.66,0.00,10.00,14.67,0.00,-7,0,0,0,-7,2,0,0,0,15,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.7725,20.5861,20.7663,20.6731,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
29,1515,0,2956,21.1267,2,-0.2,-22.6,-29.9,-29.9,6,8,1.72,0,10.37,105,0,0,91.4,32.0,190.4,91.4,0.0,0.00,32.0,2.25,0.00,5,0.00,0.00,0,39,2,2,0,0,0.00,0,0,Off,Off,52,Off,0,-29.9,14.66,0.00,14.66,0.00,10.00,14.74,0.00,-7,0,0,0,-7,2,0,0,0,9,0,0,0,0,0,67,45,1,1,0,0,0,0,0,14.20,32.0,20.8160,20.7166,20.7228,20.7973,0,0.00,0,0,0.00,.0000,0.00,0.0,25.1,0.740,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0
